2021-02-03 09:53:53 *** Log File opened
2021-02-03 09:56:17 (3) GET 200 /
2021-02-03 09:56:17 (4) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-02-03 09:56:18 (5) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-03 09:56:18 (6) GET 404 /does_not_exist; 
2021-02-03 09:56:18 (7) GET 200 /index.html
2021-02-03 09:56:18 (8) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-02-03 09:56:18 (9) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-03 09:56:19 (10) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-03 09:56:19 (11) GET 200 /aplteam-IniFiles-4.0.0
2021-02-03 09:56:20 (12) GET 200 /aplteam-OS-2.0.0
2021-02-03 09:56:21 (13) GET 200 /aplteam-Tester2-2.2.2
2021-02-03 09:56:21 (14) GET 200 /aplteam-WinSys-4.0.0
2021-02-03 09:56:22 (15) GET 200 /v1/packages/*?aggregate=1
2021-02-03 09:56:22 (16) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-02-03 09:56:22 (17) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-02-03 09:56:22 (18) GET 200 /v1/tags/
2021-02-03 09:56:23 (19) GET 200 /v1/packages/*?aggregate=1
2021-02-03 09:56:23 (20) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-02-03 09:56:23 (21) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-02-03 09:56:23 (22) GET 200 /v1/get-server-path
2021-02-03 09:56:24 (23) PUT 200 Example-Package_A-0.1.0
2021-02-03 09:56:24 (24) GET 200 /v1/recompile-index
2021-02-03 09:56:24 (25) GET 200 /v1/get-server-path
2021-02-03 09:56:25 (26) PUT 200 Example-Package_A-0.1.0
2021-02-03 09:56:25 (27) GET 200 /v1/recompile-index
2021-02-03 09:56:26 (28) GET 200 /v1/get-server-path
2021-02-03 09:56:26 (29) PUT 200 Example-Package_A-0.1.0
2021-02-03 09:56:26 (30) GET 200 /v1/recompile-index
2021-02-03 09:56:27 (31) GET 200 /v1/get-server-path
2021-02-03 09:56:27 (32) PUT 200 Example-Package_A-0.1.0
2021-02-03 09:56:27 (33) PUT 400 Example-Package_A-0.1.0; The package has already been published
2021-02-03 09:56:27 (34) GET 200 /v1/recompile-index
2021-02-03 09:56:28 (35) GET 200 /v1/packages/dependencies/example-Zoo-3.0.0
2021-02-03 09:56:28 (36) GET 200 /v1/packages/dependencies/elsewhere-Boo-3.1.2
2021-02-03 09:56:28 (37) GET 200 /v1/packages/dependencies/elsewhere-strange-1.0.0
2021-02-03 09:56:28 (38) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-02-03 09:56:28 (39) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2
2021-02-03 09:56:28 (40) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2.11
2021-02-03 09:56:29 (41) GET 200 /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1
