2021-02-12 08:19:37 *** Log File opened
2021-02-12 08:21:25 (3) GET 200 /
2021-02-12 08:21:25 (4) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-02-12 08:21:26 (5) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-12 08:21:26 (6) GET 404 /does_not_exist; 
2021-02-12 08:21:26 (7) GET 200 /index.html
2021-02-12 08:21:26 (8) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-02-12 08:21:26 (9) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-12 08:21:27 (10) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 08:21:27 (11) GET 200 /aplteam-IniFiles-4.0.0
2021-02-12 08:21:27 (12) GET 200 /aplteam-OS-2.0.0
2021-02-12 08:21:27 (13) GET 200 /aplteam-Tester2-2.2.2
2021-02-12 08:21:28 (14) GET 200 /aplteam-WinSys-4.0.0
2021-02-12 08:21:28 (15) GET 200 /v1/packages/*?aggregate=1
2021-02-12 08:21:28 (16) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-02-12 08:21:28 (17) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-02-12 08:21:29 (18) GET 200 /v1/tags/
2021-02-12 08:21:29 (19) GET 200 /v1/packages/*?aggregate=1
2021-02-12 08:21:29 (20) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-02-12 08:21:29 (21) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-02-12 08:21:29 (22) GET 200 /v1/get-server-path
2021-02-12 08:21:30 (23) PUT 200 Example-Package_A-0.1.0-beta-2
2021-02-12 08:21:30 (24) GET 200 /v1/recompile-index
2021-02-12 08:21:31 (25) GET 200 /v1/get-server-path
2021-02-12 08:21:31 (26) PUT 200 Example-Package_A-0.1.0
2021-02-12 08:21:32 (27) GET 200 /v1/recompile-index
2021-02-12 08:21:32 (28) GET 200 /v1/get-server-path
2021-02-12 08:21:32 (29) PUT 200 Example-Package_A-0.1.0
2021-02-12 08:21:33 (30) GET 200 /v1/recompile-index
2021-02-12 08:21:33 (31) GET 200 /v1/get-server-path
2021-02-12 08:21:33 (32) PUT 200 Example-Package_A-0.1.0
2021-02-12 08:21:33 (33) PUT 400 Example-Package_A-0.1.0; The package has already been published
2021-02-12 08:21:34 (34) GET 200 /v1/recompile-index
2021-02-12 08:21:34 (35) GET 200 /v1/packages/dependencies/example-Zoo-3.0.0
2021-02-12 08:21:34 (36) GET 200 /v1/packages/dependencies/elsewhere-Boo-3.1.2
2021-02-12 08:21:34 (37) GET 200 /v1/packages/dependencies/elsewhere-strange-1.0.0
2021-02-12 09:29:16 (38) GET 404 /v1/packages/best_version/IamInvalid; Package not found
2021-02-12 09:30:10 (39) GET 404 /v1/packages/best_version/IamInvalid; Package not found
2021-02-12 09:32:21 (40) GET 404 /v1/packages/best_version/IamInvalid; Package not found
2021-02-12 09:32:27 (41) GET 404 /v1/packages/best_version/IamInvalid; Package not found
2021-02-12 09:32:56 (42) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-02-12 09:32:56 (43) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2
2021-02-12 09:32:57 (44) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2.11
2021-02-12 09:32:57 (45) GET 200 /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1
2021-02-12 09:32:57 (46) GET 200 v1/packages/details/aplteam-OS-2.0.0
2021-02-12 09:32:57 (47) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-02-12 09:32:58 (48) GET 200 /aplteam-APLProcess-0.2.4
2021-02-12 09:32:58 (49) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 09:32:59 (50) GET 200 /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1
2021-02-12 09:32:59 (51) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-02-12 09:32:59 (52) GET 200 /aplteam-APLProcess-0.2.4
2021-02-12 09:32:59 (53) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 09:33:00 (54) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-02-12 09:33:00 (55) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.3.0
2021-02-12 09:33:00 (56) GET 200 /aplteam-APLProcess-0.3.0
2021-02-12 09:33:00 (57) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 09:33:01 (58) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-02-12 09:33:01 (59) GET 200 /aplteam-APLProcess-0.2.4
2021-02-12 09:33:01 (60) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 09:33:01 (61) GET 200 /
2021-02-12 09:33:02 (62) GET 200 /v1/packages
2021-02-12 09:33:02 (63) GET 200 /v1/groups
2021-02-12 09:33:02 (64) GET 200 /v1/packages/versions/aplteam-APLTreeUtils
2021-02-12 09:33:02 (65) GET 200 /v1/packages/details/aplteam-APLTreeUtils
2021-02-12 09:33:02 (66) GET 200 /v1/packages/details/aplteam-APLTreeUtils-6
2021-02-12 09:33:03 (67) GET 200 /Assets/img/tatin.png
2021-02-12 09:33:03 (68) GET 200 /Assets/CSS/MarkAPL_screen.css
2021-02-12 09:33:03 (69) PATCH 501 /Foo; Not implemented
2021-02-12 09:33:03 (70) GET 200 /v1/packages/details/aplteam-APLProcess
2021-02-12 09:33:03 (71) GET 200 /v1/packages/details/aplteam-APLProcess-0
2021-02-12 09:33:03 (72) GET 200 /v1/packages/details/aplteam-APLProcess-0.2
2021-02-12 09:33:03 (73) GET 200 /v1/packages/details/aplteam-APLProcess-0.2.9
2021-02-12 09:33:04 (75) GET 200 /v1/tags
2021-02-12 09:33:04 (76) GET 200 /v1/packages/major_versions/aplteam-APLProcess
2021-02-12 09:33:04 (77) GET 200 /v1/get-server-path
2021-02-12 09:33:04 (78) PUT 401 Example-Package_A-0.1.0; Unauthorized request
2021-02-12 09:33:05 (79) GET 200 /v1/recompile-index
2021-02-12 09:33:05 (80) GET 200 /v1/get-server-path
2021-02-12 09:33:05 (81) PUT 401 protected-Package_A-0.1.0; Unauthorized request
2021-02-12 09:33:05 (82) GET 200 /v1/recompile-index
2021-02-12 09:33:05 (83) GET 200 /v1/list-commands
2021-02-12 09:33:10 (84) GET 200 /v1/shutdown
2021-02-12 09:33:10 (0) Tatin Server is shutting down
2021-02-12 09:33:10 (0) *** Log file closed
2021-02-12 09:48:17 *** Log File opened
2021-02-12 09:50:49 (3) GET 200 /v1/packages/DotNetZip?aggregate=1
2021-02-12 09:50:59 (4) GET 200 /v1/packages/DotNetZip?aggregate=1
2021-02-12 09:52:31 (5) GET 404 /v1/packages/best_version/DotNetZip; Package not found
2021-02-12 09:53:05 *** Log File opened
2021-02-12 09:54:38 (3) GET 200 /v1/packages/best_version/DotNetZip
2021-02-12 09:54:41 (4) GET 200 /v1/packages/best_version/DotNetZip
2021-02-12 09:54:50 (5) GET 200 /v1/packages/DotNetZip?aggregate=1
2021-02-12 09:54:55 (6) GET 200 /v1/packages/best_version/DotNetZip
2021-02-12 09:55:06 (7) GET 200 /v1/packages/dependencies/aplteam-DotNetZip-0.5.4
2021-02-12 09:55:11 (8) GET 200 /aplteam-DotNetZip-0.5.4
2021-02-12 10:52:47 *** Log File opened
2021-02-12 10:54:54 (3) GET 200 /
2021-02-12 10:54:54 (4) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-02-12 10:54:55 (5) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-12 10:54:55 (6) GET 404 /does_not_exist; 
2021-02-12 10:54:55 (7) GET 200 /index.html
2021-02-12 10:54:55 (8) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-02-12 10:54:55 (9) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-02-12 10:54:56 (10) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-02-12 10:54:56 (11) GET 200 /aplteam-IniFiles-4.0.0
2021-02-12 10:54:56 (12) GET 200 /aplteam-OS-2.0.0
2021-02-12 10:54:57 (13) GET 200 /aplteam-Tester2-2.2.2
2021-02-12 10:54:57 (14) GET 200 /aplteam-WinSys-4.0.0
2021-02-12 10:54:57 (15) GET 200 /v1/packages/*?aggregate=1
2021-02-12 10:54:57 (16) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-02-12 10:54:58 (17) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-02-12 10:54:58 (18) GET 200 /v1/tags/
2021-02-12 10:54:58 (19) GET 200 /v1/packages/*?aggregate=1
2021-02-12 10:54:58 (20) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-02-12 10:54:58 (21) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-02-12 10:54:58 (22) GET 200 /v1/get-server-path
2021-02-12 10:54:59 (23) PUT 200 Example-Package_A-0.1.0-beta-2
2021-02-12 10:54:59 (24) GET 200 /v1/recompile-index
2021-02-12 10:55:00 (25) GET 200 /v1/get-server-path
