2021-03-08 07:20:27 *** Log File opened
2021-03-08 07:25:14 (3) GET 200 /
2021-03-08 07:45:28 (8) GET 200 /
2021-03-08 07:46:17 (11) Request came from invalid version of Tatin. Minimum version required is 0.31
2021-03-08 07:49:41 (12) Request came from invalid version of Tatin. Minimum version required is 0.31
2021-03-08 07:51:14 (13) GET 200 /
2021-03-08 07:51:18 (14) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-03-08 07:51:19 (15) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-03-08 07:51:20 (16) GET 404 /does_not_exist; 
2021-03-08 07:51:20 (17) GET 200 /index.html
2021-03-08 07:51:21 (18) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-03-08 07:51:21 (19) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-03-08 07:51:22 (20) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-03-08 07:51:22 (21) GET 200 /aplteam-IniFiles-4.0.0
2021-03-08 07:51:23 (22) GET 200 /aplteam-OS-2.0.0
2021-03-08 07:51:23 (23) GET 200 /aplteam-Tester2-2.2.2
2021-03-08 07:51:23 (24) GET 200 /aplteam-WinSys-4.0.0
2021-03-08 07:51:24 (25) GET 200 /v1/packages/*?aggregate=1
2021-03-08 07:51:25 (26) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-03-08 07:51:25 (27) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-03-08 07:51:26 (28) GET 200 /v1/tags/
2021-03-08 07:51:26 (29) GET 200 /v1/packages/*?aggregate=1
2021-03-08 07:51:26 (30) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-03-08 07:51:27 (31) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-03-08 07:51:27 (32) GET 200 /v1/get-server-path
2021-03-08 07:51:28 (33) PUT 200 Example-Package_A-0.1.0-beta-2
2021-03-08 07:51:28 (34) GET 200 /v1/recompile-index
2021-03-08 07:51:28 (35) GET 200 /v1/get-server-path
2021-03-08 07:51:29 (36) PUT 200 Example-Package_A-0.1.0
2021-03-08 07:51:29 (37) GET 200 /v1/recompile-index
2021-03-08 08:01:16 (38) GET 200 /v1/get-server-path
2021-03-08 08:01:17 (39) PUT 200 Example-Package_A-0.1.0
2021-03-08 08:01:21 (40) GET 200 /v1/recompile-index
2021-03-08 08:01:46 (41) GET 200 /
2021-03-08 08:01:46 (41) GET 200 /Assets/CSS/screen.css
2021-03-08 08:01:46 (41) GET 200 /Assets/img/tatin.png
2021-03-08 08:01:46 (41) GET 200 /Assets/CSS/print.css
2021-03-08 08:01:46 (41) GET 404 /Assets/img/background.png; File not found
2021-03-08 08:01:46 (41) GET 200 /Assets/img/favicon.ico
2021-03-08 08:02:54 (41) GET 200 /
2021-03-08 08:03:02 (41) GET 200 /Assets/CSS/screen.css
2021-03-08 08:03:05 (42) GET 200 /Assets/img/tatin.png
2021-03-08 08:03:05 (43) GET 200 /Assets/CSS/print.css
2021-03-08 08:03:05 (44) GET 404 /Assets/img/background.png; File not found
2021-03-08 08:15:34 *** Log File opened
2021-03-08 08:15:38 (3) GET 200 /
2021-03-08 08:15:38 (3) GET 200 /Assets/CSS/screen.css
2021-03-08 08:15:38 (3) GET 200 /Assets/img/tatin.png
2021-03-08 08:15:38 (3) GET 200 /Assets/CSS/print.css
2021-03-08 08:15:38 (3) GET 404 /Assets/img/background.png; File not found
2021-03-08 08:15:44 (3) GET 200 /v1/version-information
2021-03-08 08:15:44 (3) GET 200 /Assets/CSS/screen.css
2021-03-08 08:15:44 (3) GET 200 /Assets/img/tatin.png
2021-03-08 08:15:44 (3) GET 200 /Assets/CSS/print.css
2021-03-08 08:15:44 (3) GET 404 /Assets/img/background.png; File not found
2021-03-08 08:16:17 (3) GET 200 /v1/version-information
2021-03-08 08:16:17 (3) GET 200 /Assets/CSS/screen.css
2021-03-08 08:16:17 (3) GET 200 /Assets/img/tatin.png
2021-03-08 08:16:17 (3) GET 200 /Assets/CSS/print.css
2021-03-08 08:16:17 (3) GET 404 /Assets/img/background.png; File not found
2021-03-08 08:16:17 (3) GET 200 /Assets/img/favicon.ico
2021-03-08 08:16:43 (4) GET 200 /v1/get-server-path
2021-03-08 08:16:51 (5) PUT 200 Example-Package_A-0.1.0
2021-03-08 08:16:51 (6) PUT 400 Example-Package_A-0.1.0; The package has already been published
2021-03-08 08:16:51 (7) GET 200 /v1/recompile-index
2021-03-08 08:16:59 (8) GET 200 /v1/packages/dependencies/example-Zoo-3.0.0
2021-03-08 08:17:00 (9) GET 200 /v1/packages/dependencies/elsewhere-Boo-3.1.2
2021-03-08 08:17:00 (10) GET 200 /v1/packages/dependencies/elsewhere-strange-1.0.0
2021-03-08 08:17:02 (11) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-03-08 08:17:02 (12) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2
2021-03-08 08:17:03 (13) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2.11
2021-03-08 08:17:04 (14) GET 200 /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1
2021-03-08 08:17:05 (15) GET 200 v1/packages/details/aplteam-OS-2.0.0
2021-03-08 08:17:06 (16) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-03-08 08:17:06 (17) GET 200 /aplteam-APLProcess-0.2.4
2021-03-08 08:17:06 (18) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-03-08 08:17:07 (19) GET 200 /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1
2021-03-08 08:17:07 (20) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-03-08 08:17:07 (21) GET 200 /aplteam-APLProcess-0.2.4
2021-03-08 08:17:08 (22) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-03-08 08:17:09 (23) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-03-08 08:17:09 (24) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.3.0
2021-03-08 08:17:09 (25) GET 200 /aplteam-APLProcess-0.3.0
2021-03-08 08:17:09 (26) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-03-08 08:17:10 (27) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-03-08 08:17:10 (28) GET 200 /aplteam-APLProcess-0.2.4
2021-03-08 08:17:11 (29) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-03-08 08:17:12 (30) GET 200 /
2021-03-08 08:17:13 (31) GET 200 /v1/packages
2021-03-08 08:17:13 (32) GET 200 /v1/groups
2021-03-08 08:17:14 (33) GET 200 /v1/packages/versions/aplteam-APLTreeUtils
2021-03-08 08:17:15 (34) GET 200 /v1/packages/details/aplteam-APLTreeUtils
2021-03-08 08:17:15 (35) GET 200 /v1/packages/details/aplteam-APLTreeUtils-6
2021-03-08 08:17:15 (36) GET 200 /Assets/img/tatin.png
2021-03-08 08:17:16 (37) GET 200 /Assets/CSS/MarkAPL_screen.css
2021-03-08 08:17:17 (38) PATCH 501 /Foo; Not implemented
2021-03-08 08:17:18 (39) GET 200 /v1/packages/details/aplteam-APLProcess
2021-03-08 08:17:18 (40) GET 200 /v1/packages/details/aplteam-APLProcess-0
2021-03-08 08:17:18 (41) GET 200 /v1/packages/details/aplteam-APLProcess-0.2
2021-03-08 08:17:18 (42) GET 200 /v1/packages/details/aplteam-APLProcess-0.2.9
2021-03-08 08:17:19 (44) GET 200 /v1/tags
2021-03-08 08:17:20 (45) GET 200 /v1/packages/major_versions/aplteam-APLProcess
2021-03-08 08:17:20 (46) GET 200 /v1/get-server-path
2021-03-08 08:17:20 (47) PUT 401 Example-Package_A-0.1.0; Unauthorized request
