2021-04-26 07:43:21 *** Log File opened
2021-04-26 07:43:45 (4) GET 200 /v1/get-server-path
2021-04-26 07:44:28 (5) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.10
2021-04-26 07:44:28 (6) GET 200 /aplteam-APLProcess-0.2.10
2021-04-26 07:44:29 (7) GET 200 /v1/packages/dependencies/Example-Boo-1.0.0
2021-04-26 07:44:29 (8) GET 200 /Example-Boo-1.0.0
2021-04-26 07:44:35 (9) GET 404 /v1/packages/Example-Constants-1.0.0?aggregate=1; 
2021-04-26 07:44:43 (10) GET 404 /v1/packages/Math?aggregate=1; Package not found
2021-04-26 07:44:44 (11) GET 404 /v1/packages/MyDepartment-Math-2.0.0?aggregate=1; 
2021-04-26 07:45:07 (12) GET 200 /
2021-04-26 07:45:07 (13) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-04-26 07:45:08 (14) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-04-26 07:45:08 (15) GET 404 /does_not_exist; 
2021-04-26 07:45:08 (16) GET 200 /index.html
2021-04-26 07:45:08 (17) Request came from invalid version of Tatin. Minimum version required is 0.36
2021-04-26 07:45:09 (19) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-04-26 07:45:09 (20) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-04-26 07:45:10 (21) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.12
2021-04-26 07:45:11 (22) GET 200 /aplteam-FilesAndDirs-3.2.12
2021-04-26 07:45:13 (23) GET 200 /v1/packages/*?aggregate=1
2021-04-26 07:45:13 (24) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-04-26 07:45:13 (25) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-04-26 07:45:13 (26) GET 200 /v1/tags/
2021-04-26 07:45:14 (27) GET 200 /v1/packages/*?aggregate=1
2021-04-26 07:45:14 (28) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-04-26 07:45:14 (29) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-04-26 07:45:14 (30) GET 200 /v1/get-server-path
2021-04-26 07:45:15 (31) PUT 200 Example-Package_A-0.1.0-beta-2
2021-04-26 07:45:15 (32) GET 200 /v1/recompile-index
2021-04-26 07:45:15 (33) GET 200 /v1/get-server-path
2021-04-26 07:45:16 (34) PUT 200 Example-Package_A-0.1.0
2021-04-26 07:45:16 (35) GET 200 /v1/recompile-index
2021-04-26 07:45:17 (36) GET 200 /v1/get-server-path
2021-04-26 07:45:17 (37) PUT 200 Example-Package_A-0.1.0
2021-04-26 07:45:17 (38) GET 200 /v1/recompile-index
2021-04-26 07:45:18 (39) GET 200 /v1/get-server-path
2021-04-26 07:45:18 (40) PUT 200 Example-Package_A-0.1.0
2021-04-26 07:45:18 (41) GET 200 /v1/packages/dependencies/Example-Package_A-0.1.0
2021-04-26 07:45:18 (42) GET 200 /Example-Package_A-0.1.0
2021-04-26 07:45:19 (43) GET 200 /v1/recompile-index
2021-04-26 07:45:19 (44) GET 200 /v1/get-server-path
2021-04-26 07:45:19 (45) PUT 200 Example-Package_A-0.1.0
2021-04-26 07:45:20 (46) PUT 400 Example-Package_A-0.1.0; The package has already been published
2021-04-26 07:45:20 (47) GET 200 /v1/recompile-index
2021-04-26 07:45:20 (48) GET 200 /v1/packages/dependencies/example-Zoo-3.0.0
2021-04-26 07:45:20 (49) GET 200 /v1/packages/dependencies/elsewhere-Boo-3.1.2
2021-04-26 07:45:20 (50) GET 200 /v1/packages/dependencies/elsewhere-strange-1.0.0
2021-04-26 07:45:21 (51) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-04-26 07:45:21 (52) GET 200 /v1/get-server-path
2021-04-26 07:45:21 (53) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2
2021-04-26 07:45:21 (54) GET 200 /v1/get-server-path
2021-04-26 07:45:21 (55) GET 200 /v1/packages/best_version/aplteam-APLProcess-0.2.11
2021-04-26 07:45:21 (56) GET 200 /v1/packages/best_version/example-versions-1
2021-04-26 07:45:22 (57) GET 200 v1/packages/details/aplteam-OS-2.0.0
2021-04-26 07:45:22 (58) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-04-26 07:45:22 (59) GET 200 /aplteam-APLProcess-0.2.4
2021-04-26 07:45:23 (60) GET 200 /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1
2021-04-26 07:45:23 (61) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.4
2021-04-26 07:45:23 (62) GET 200 /v1/packages/dependencies/aplteam-APLTreeUtils-6.0.0
2021-04-26 07:45:24 (63) GET 200 /aplteam-APLProcess-0.2.4
2021-04-26 07:45:24 (64) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-04-26 07:45:24 (65) GET 200 /v1/packages/best_version/aplteam-APLProcess-0
2021-04-26 07:45:24 (66) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.3.0
