2021-04-12 17:48:23 *** Log File opened
2021-04-12 17:48:51 (4) GET 200 /v1/get-server-path
2021-04-12 18:02:33 (5) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.10
2021-04-12 18:02:38 (6) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.10
2021-04-12 18:02:39 (7) GET 200 /aplteam-APLProcess-0.2.10
2021-04-12 18:02:40 (8) GET 200 /v1/packages/dependencies/Example-Boo-1.0.0
2021-04-12 18:02:40 (9) GET 200 /Example-Boo-1.0.0
2021-04-12 18:02:47 (10) GET 404 /v1/packages/Example-Constants-1.0.0?aggregate=1; 
2021-04-12 18:02:58 (11) GET 404 /v1/packages/Math?aggregate=1; Package not found
2021-04-12 18:03:00 (12) GET 404 /v1/packages/MyDepartment-Math-2.0.0?aggregate=1; 
2021-04-12 18:03:21 (13) GET 200 /
2021-04-12 18:03:21 (14) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-04-12 18:03:21 (15) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-04-12 18:03:21 (16) GET 404 /does_not_exist; 
2021-04-12 18:03:21 (17) GET 200 /index.html
2021-04-12 18:03:22 (18) Request came from invalid version of Tatin. Minimum version required is 0.36
2021-04-12 18:03:22 (20) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-04-12 18:03:22 (21) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-04-12 18:03:24 (22) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.12
2021-04-12 18:03:26 (23) GET 200 /v1/packages/*?aggregate=1
2021-04-12 18:03:26 (24) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-04-12 18:03:27 (25) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-04-12 18:03:27 (26) GET 200 /v1/tags/
2021-04-12 18:03:27 (27) GET 200 /v1/packages/*?aggregate=1
2021-04-12 18:03:27 (28) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-04-12 18:03:27 (29) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-04-12 18:03:28 (30) GET 200 /v1/get-server-path
2021-04-12 18:03:28 (31) PUT 200 Example-Package_A-0.1.0-beta-2
2021-04-12 18:03:28 (32) GET 200 /v1/recompile-index
2021-04-12 18:03:29 (33) GET 200 /v1/get-server-path
2021-04-12 18:03:29 (34) PUT 200 Example-Package_A-0.1.0
2021-04-12 18:03:30 (35) GET 200 /v1/recompile-index
2021-04-12 18:03:30 (36) GET 200 /v1/get-server-path
2021-04-12 18:03:30 (37) PUT 200 Example-Package_A-0.1.0
2021-04-12 18:03:31 (38) GET 200 /v1/recompile-index
2021-04-12 18:03:31 (39) GET 200 /v1/get-server-path
2021-04-12 18:03:31 (40) PUT 200 Example-Package_A-0.1.0
2021-04-12 18:03:31 (41) GET 200 /v1/packages/dependencies/Example-Package_A-0.1.0
2021-04-12 18:03:32 (42) GET 200 /v1/packages/dependencies/null
2021-04-12 18:05:35 (43) GET 200 /Example-Package_A-0.1.0
2021-04-12 18:05:35 (44) GET 200 /v1/recompile-index
